2024-10-25,17:38:52,Sample Rate(S):,0.100
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
-3.4584700000e-08,1.8418200000e-08,3.9183300000e-08,1.5196200000e+02,6.6666000000e+04,7.8413800000e-09,-9.5156400000e-09,-3.6050600000e-08,3.5136900000e-08,-1.0497300000e+02,3.2913100000e-08,-1.2302000000e-08,3.2785900000e-08,-2.0568000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0820000000e+00
-3.7058400000e-08,4.1200800000e-08,5.5416600000e-08,1.3197000000e+02,6.6666000000e+04,8.2447400000e-09,-3.0167400000e-08,-4.6243100000e-08,5.4647300000e-08,-1.2033900000e+02,4.4287400000e-08,-3.2012600000e-08,5.4147600000e-08,-3.4361000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-4.6152600000e-08,1.9763000000e-08,5.0206500000e-08,1.5681900000e+02,6.6666000000e+04,8.3357700000e-09,-7.6573700000e-09,-4.9678800000e-08,5.0266000000e-08,-9.7872000000e+01,4.8707600000e-08,-1.1597800000e-08,4.9571900000e-08,-1.2527000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
-1.9296800000e-08,2.1565900000e-08,2.8944700000e-08,1.3182200000e+02,6.6666000000e+04,8.1333300000e-09,-1.6696800000e-08,-2.0575300000e-08,2.4255000000e-08,-1.3467500000e+02,1.5518900000e-08,-1.8623900000e-08,2.0929800000e-08,-6.6902000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
3.7012300000e-08,7.3721200000e-09,3.7740600000e-08,1.1265000000e+01,6.6666000000e+04,8.7552200000e-09,-1.7534300000e-08,3.4293500000e-08,3.8516500000e-08,1.1776600000e+02,-3.5913000000e-08,-1.4687600000e-08,3.9003800000e-08,-1.5724000000e+02,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0820000000e+00
-3.2006900000e-08,1.5955200000e-09,3.2046700000e-08,1.7702400000e+02,6.6666000000e+04,8.7712400000e-09,5.9426800000e-09,-3.1977900000e-08,3.2789700000e-08,-7.9830000000e+01,3.2681800000e-08,2.6571700000e-09,3.2855500000e-08,4.0990000000e+00,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
3.9367300000e-09,-6.0651900000e-08,6.0780200000e-08,-8.6286000000e+01,6.6666000000e+04,8.8839700000e-09,5.9176600000e-08,1.7441100000e-08,6.1693700000e-08,1.5211000000e+01,-1.0542300000e-08,6.1739100000e-08,6.2719600000e-08,9.9374000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
1.1032600000e-08,2.5488100000e-08,2.7774000000e-08,6.5333000000e+01,6.6666000000e+04,8.6523200000e-09,-2.5801100000e-08,5.0914300000e-09,2.4787200000e-08,1.6754300000e+02,-7.6505300000e-09,-2.3576500000e-08,2.3295500000e-08,-1.0911500000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-2.5779000000e-08,1.7475500000e-08,3.1146000000e-08,1.4586700000e+02,6.6666000000e+04,8.5528600000e-09,-1.3317800000e-08,-2.7170900000e-08,2.9962800000e-08,-1.1940600000e+02,2.4562400000e-08,-1.7152200000e-08,2.9728600000e-08,-3.8417000000e+01,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0830000000e+00
3.4332300000e-08,-2.4426100000e-08,4.2138100000e-08,-3.5430000000e+01,6.6666000000e+04,8.7004000000e-09,1.7337800000e-08,3.8112800000e-08,4.1526500000e-08,6.2890000000e+01,-3.4968700000e-08,2.2390700000e-08,4.1125400000e-08,1.4481400000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
