2024-10-25,19:28:03,Sample Rate(S):,1.000
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
1.1335700000e-08,-2.7317600000e-08,2.9576100000e-08,-6.7434000000e+01,6.6660000000e+04,1.2780400000e-08,2.5127900000e-08,1.5559800000e-08,2.9544500000e-08,3.1782000000e+01,1.9090300000e-09,2.9482700000e-08,2.9533300000e-08,8.6311000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-1.4692300000e-09,5.3624300000e-09,5.5600700000e-09,1.0555500000e+02,6.6660000000e+04,1.2937500000e-08,-5.0191000000e-09,-2.3144200000e-09,5.4940900000e-09,-1.5500900000e+02,-1.0009000000e-09,-5.3457400000e-09,5.4285300000e-09,-1.0001900000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-6.1906500000e-09,-4.2249200000e-09,7.4949700000e-09,-1.4568800000e+02,6.6660000000e+04,1.2999100000e-08,5.2266300000e-09,-5.3853500000e-09,7.5151200000e-09,-4.5232000000e+01,7.4167600000e-09,1.2118500000e-09,7.5381800000e-09,1.0518000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
1.1965600000e-08,-2.0805700000e-09,1.2145100000e-08,-1.0371000000e+01,6.6660000000e+04,1.2007800000e-08,2.4673200000e-10,1.2076200000e-08,1.1946500000e-08,8.7800000000e+01,-9.4539200000e-09,7.3486500000e-09,1.1880600000e-08,1.4179000000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-1.3002100000e-08,-1.3873000000e-08,1.9013500000e-08,-1.3304700000e+02,6.6660000000e+04,1.2922000000e-08,1.5789800000e-08,-1.0588300000e-08,1.9006700000e-08,-3.3652000000e+01,1.7760800000e-08,6.7969900000e-09,1.9004600000e-08,2.0956000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0820000000e+00
-3.1773500000e-08,-1.1891500000e-08,3.3925800000e-08,-1.5953100000e+02,6.6660000000e+04,1.3447400000e-08,1.6783300000e-08,-2.9459700000e-08,3.3884100000e-08,-6.0379000000e+01,3.3706800000e-08,-3.4632500000e-09,3.3842300000e-08,-5.9640000000e+00,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-8.4366600000e-09,-2.5091600000e-08,2.6472000000e-08,-1.0858400000e+02,6.6660000000e+04,1.3400800000e-08,2.6168300000e-08,-4.2523200000e-09,2.6531000000e-08,-9.1540000000e+00,1.8642500000e-08,1.8877400000e-08,2.6550400000e-08,4.5434000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
-3.0486200000e-08,-8.1334700000e-09,3.1552500000e-08,-1.6506200000e+02,6.6660000000e+04,1.3599900000e-08,1.2895000000e-08,-2.8773600000e-08,3.1485900000e-08,-6.5859000000e+01,3.0870600000e-08,-6.1944100000e-09,3.1462600000e-08,-1.1345000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
-1.2437100000e-08,-2.2113800000e-08,2.5371300000e-08,-1.1884200000e+02,6.6660000000e+04,1.4141600000e-08,2.3777900000e-08,-8.4859800000e-09,2.5184600000e-08,-1.9384000000e+01,2.0597200000e-08,1.4491700000e-08,2.5122100000e-08,3.5387000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-6.5339500000e-09,-1.3965700000e-08,1.5418600000e-08,-1.1524100000e+02,6.6660000000e+04,1.3506700000e-08,1.4785300000e-08,-4.2508900000e-09,1.5349800000e-08,-1.6210000000e+01,1.2045600000e-08,9.4569500000e-09,1.5315400000e-08,3.8132000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-1.5817700000e-09,-7.2245400000e-09,7.3956800000e-09,-1.0300400000e+02,6.6660000000e+04,1.2816400000e-08,7.4687100000e-09,-4.9644800000e-10,7.5298300000e-09,-4.1280000000e+00,4.8010200000e-09,5.8005300000e-09,7.5742600000e-09,5.0063000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-2.1717600000e-09,-7.0504800000e-09,7.3773900000e-09,-1.0712000000e+02,6.6660000000e+04,1.2451700000e-08,7.4234200000e-09,-9.6192800000e-10,7.5400600000e-09,-7.1240000000e+00,5.1047000000e-09,5.5491000000e-09,7.5948800000e-09,4.7641000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-1.1211600000e-08,2.3855000000e-09,1.1462600000e-08,1.6789300000e+02,6.6660000000e+04,1.2461500000e-08,-5.8103000000e-10,-1.1445500000e-08,1.1457800000e-08,-9.3002000000e+01,8.9682000000e-09,-7.1591700000e-09,1.1453800000e-08,-3.8686000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
