2024-10-25,17:45:18,Sample Rate(S):,0.100
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
-2.9858400000e-08,-4.2492100000e-08,5.1935300000e-08,-1.2509500000e+02,3.6666000000e+04,1.0154500000e-08,8.5960300000e-10,-5.1881900000e-08,5.1587400000e-08,-8.5184000000e+01,1.8054200000e-08,-4.8322100000e-08,5.1389200000e-08,-6.7599000000e+01,2.0880000000e+00,2.0890000000e+00,2.0860000000e+00,2.0850000000e+00
-3.7179200000e-08,7.8110500000e-09,3.7997000000e-08,1.6813500000e+02,3.6666000000e+04,1.0264900000e-08,-3.3082400000e-08,-1.6406200000e-08,3.5850300000e-08,-1.4918900000e+02,-2.4679400000e-08,-2.5989500000e-08,3.4887500000e-08,-1.2858600000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-5.5767200000e-08,3.9619600000e-08,6.8408300000e-08,1.4460800000e+02,3.6666000000e+04,1.0752900000e-08,-6.8215100000e-08,1.1053400000e-09,6.7004800000e-08,1.7899800000e+02,-6.4820700000e-08,-1.6968600000e-08,6.5954900000e-08,-1.6552600000e+02,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0810000000e+00
-1.1562100000e-08,5.8963000000e-09,1.3009800000e-08,1.3396800000e+02,3.6666000000e+04,9.9757900000e-09,-1.5697600000e-08,3.2362600000e-09,1.7777800000e-08,1.6346100000e+02,-1.7772200000e-08,1.2601500000e-09,1.9633100000e-08,1.7632000000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0850000000e+00
-1.7009500000e-08,-1.3963900000e-08,2.2012200000e-08,-1.4488600000e+02,3.6666000000e+04,1.0175600000e-08,-7.8307500000e-09,-2.0941500000e-08,2.4307000000e-08,-1.1872000000e+02,-5.4871100000e-09,-2.4630500000e-08,2.5735300000e-08,-1.0681700000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-3.2197900000e-08,-3.3218200000e-08,4.6262100000e-08,-1.3410600000e+02,3.6666000000e+04,9.9942300000e-09,-6.4294100000e-09,-4.1781100000e-08,4.0408300000e-08,-9.8592000000e+01,4.9803100000e-09,-4.0100300000e-08,3.8673200000e-08,-8.2988000000e+01,2.0870000000e+00,2.0890000000e+00,2.0850000000e+00,2.0820000000e+00
1.2050300000e-08,2.8216800000e-08,3.0685400000e-08,5.8954000000e+01,3.6666000000e+04,9.6095900000e-09,-1.6273300000e-09,2.7908400000e-08,2.6880000000e-08,8.7703000000e+01,-6.2148600000e-09,2.6138400000e-08,2.6131800000e-08,9.6471000000e+01,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0860000000e+00
-3.4605900000e-08,-2.5214500000e-08,4.2818200000e-08,-1.4392200000e+02,3.6666000000e+04,9.9186600000e-09,-1.3435700000e-08,-4.0590700000e-08,4.2615900000e-08,-1.0692000000e+02,-9.2909600000e-10,-4.2369200000e-08,4.2372000000e-08,-8.9611000000e+01,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0820000000e+00
-8.0509800000e-09,-3.1080300000e-08,3.2106200000e-08,-1.0452300000e+02,3.6666000000e+04,9.9358700000e-09,1.1158000000e-08,-3.0896300000e-08,3.3175100000e-08,-7.0592000000e+01,1.9066200000e-08,-2.7148900000e-08,3.2247300000e-08,-5.7053000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-4.3679300000e-08,-1.4634600000e-08,4.6078100000e-08,-1.6629100000e+02,3.6666000000e+04,9.6500600000e-09,-3.1211800000e-08,-3.4776400000e-08,4.9314300000e-08,-1.4222800000e+02,-2.9362900000e-08,-3.9599900000e-08,5.1050300000e-08,-1.3147200000e+02,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0850000000e+00
