2024-10-25,17:17:33,Sample Rate(S):,0.100
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
-7.5539000000e-08,1.4458100000e-09,7.5554100000e-08,-1.7887800000e+02,2.0486000000e+04,2.9712700000e-08,-9.0948000000e-08,-8.1789700000e-09,9.8605400000e-08,-1.7391900000e+02,-5.8955000000e-08,-7.9039100000e-08,1.0557900000e-07,-1.2606800000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
-8.4076600000e-08,-6.9193100000e-08,1.0889000000e-07,-1.4258300000e+02,2.0486000000e+04,2.8507300000e-08,-7.5782100000e-08,-6.6890100000e-08,9.7459400000e-08,-1.3937600000e+02,-3.7004700000e-09,-9.7388400000e-08,9.3610900000e-08,-9.2985000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-5.0394200000e-08,7.2361000000e-08,8.8180400000e-08,1.2485400000e+02,2.0486000000e+04,2.7933700000e-08,-5.7147700000e-08,6.9202300000e-08,9.1239100000e-08,1.3025900000e+02,-9.1148700000e-08,4.0460200000e-09,9.2566400000e-08,1.7801700000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
1.2763100000e-07,1.4809300000e-07,1.9550200000e-07,4.9244000000e+01,2.0486000000e+04,2.5379100000e-08,1.1667100000e-07,1.5611300000e-07,1.9202200000e-07,5.3173000000e+01,-3.4573600000e-08,1.8888400000e-07,1.9013900000e-07,1.0049400000e+02,2.0880000000e+00,2.0900000000e+00,2.0840000000e+00,2.0870000000e+00
-3.2199400000e-08,-7.6129800000e-08,8.2666900000e-08,-1.1292600000e+02,2.0486000000e+04,2.4033200000e-08,-2.3036500000e-08,-7.9206500000e-08,8.1575900000e-08,-1.0341400000e+02,4.5358300000e-08,-6.7792800000e-08,7.9886800000e-08,-5.3257000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0860000000e+00
2.7467300000e-07,-1.7101600000e-07,3.2356100000e-07,-3.1907000000e+01,2.0486000000e+04,2.5578800000e-08,2.8385700000e-07,-1.4857600000e-07,3.2039000000e-07,-2.7574000000e+01,2.9829000000e-07,1.0637000000e-07,3.0815400000e-07,1.8932000000e+01,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0810000000e+00
1.5007800000e-07,3.0163600000e-08,1.5308000000e-07,1.1364000000e+01,2.0486000000e+04,2.5797000000e-08,1.5262300000e-07,4.0669200000e-08,1.5794900000e-07,1.4630000000e+01,7.6569700000e-08,1.4297800000e-07,1.6219000000e-07,6.1557000000e+01,2.0860000000e+00,2.0880000000e+00,2.0870000000e+00,2.0870000000e+00
-6.5372600000e-09,1.8227600000e-08,1.9382000000e-08,1.0973000000e+02,2.0486000000e+04,2.4581500000e-08,-1.0564800000e-08,1.6680000000e-08,1.9900400000e-08,1.4152300000e+02,-1.9644800000e-08,-3.0141300000e-09,1.9725300000e-08,-1.6106500000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-8.1003500000e-08,-1.9760000000e-07,2.1356000000e-07,-1.1229100000e+02,2.0486000000e+04,2.5879700000e-08,-6.2615900000e-08,-1.9745100000e-07,2.0109600000e-07,-1.0688900000e+02,1.0149200000e-07,-1.7360500000e-07,1.9556000000e-07,-5.8825000000e+01,2.0870000000e+00,2.0880000000e+00,2.0840000000e+00,2.0790000000e+00
-7.5608000000e-09,1.2178800000e-07,1.2205200000e-07,9.3552000000e+01,2.0486000000e+04,2.6393300000e-08,-2.6015700000e-08,1.2174700000e-07,1.2452900000e-07,1.0667500000e+02,-1.1398200000e-07,5.5900200000e-08,1.3034000000e-07,1.6290800000e+02,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
2.1125300000e-09,-1.4977100000e-07,1.4978800000e-07,-8.9192000000e+01,2.0486000000e+04,2.5496200000e-08,1.7483200000e-08,-1.5372700000e-07,1.5471900000e-07,-8.2744000000e+01,1.2717900000e-07,-9.0863100000e-08,1.5713500000e-07,-3.4667000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0850000000e+00
-8.0841000000e-08,-5.6895600000e-09,8.1046200000e-08,-1.7597400000e+02,2.0486000000e+04,2.4306600000e-08,-8.0339000000e-08,-4.3174400000e-09,8.0561200000e-08,-1.7983400000e+02,-5.4558800000e-08,-5.9261500000e-08,8.0853200000e-08,-1.3572100000e+02,2.0870000000e+00,2.0890000000e+00,2.0840000000e+00,2.0850000000e+00
-4.0874500000e-08,7.3145000000e-08,8.3795800000e-08,1.1919700000e+02,2.0486000000e+04,2.4982100000e-08,-4.7043900000e-08,6.6987000000e-08,7.8998500000e-08,1.2761400000e+02,-7.8674100000e-08,7.1404700000e-09,7.6971700000e-08,1.7557400000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
1.0795300000e-07,1.7636000000e-08,1.0938700000e-07,1.0734000000e+01,2.0486000000e+04,2.5183400000e-08,1.0659900000e-07,2.8066700000e-08,1.1120900000e-07,1.5780000000e+01,5.0522300000e-08,1.0024100000e-07,1.1198300000e-07,6.3528000000e+01,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0830000000e+00
-4.4602300000e-08,6.6587100000e-08,8.0146200000e-08,1.2381600000e+02,2.0486000000e+04,2.3549500000e-08,-5.1728500000e-08,6.3547200000e-08,8.2492300000e-08,1.3060900000e+02,-8.2429500000e-08,3.1544600000e-09,8.2256800000e-08,1.7959400000e+02,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0850000000e+00
-1.2107100000e-07,3.2596900000e-10,1.2107200000e-07,1.7984600000e+02,2.0486000000e+04,2.4169700000e-08,-1.2375900000e-07,-9.7654200000e-09,1.2414400000e-07,-1.7483600000e+02,-7.6933800000e-08,-9.9769700000e-08,1.2745700000e-07,-1.2667700000e+02,2.0870000000e+00,2.0890000000e+00,2.0850000000e+00,2.0830000000e+00
-4.9259900000e-09,1.9035400000e-08,1.9729100000e-08,1.0450900000e+02,2.0486000000e+04,2.2508300000e-08,-2.3826600000e-08,3.7983200000e-08,5.6949200000e-08,1.2469200000e+02,-5.6376000000e-08,8.0320900000e-09,6.8281100000e-08,1.7418000000e+02,2.0870000000e+00,2.0890000000e+00,2.0840000000e+00,2.0870000000e+00
-7.9105700000e-08,6.8040900000e-08,1.0435200000e-07,1.4468000000e+02,2.0486000000e+04,2.2662900000e-08,-8.4921600000e-08,5.1639900000e-08,9.6368800000e-08,1.5119900000e+02,-9.1436200000e-08,-3.0414500000e-08,9.3052600000e-08,-1.5927400000e+02,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
-1.1303900000e-07,2.0726100000e-08,1.1492700000e-07,1.7117800000e+02,2.0486000000e+04,2.3297500000e-08,-1.0763400000e-07,5.8003400000e-09,1.0016400000e-07,1.7668000000e+02,-7.2195900000e-08,-6.1192800000e-08,8.3022000000e-08,-1.3251400000e+02,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0820000000e+00
1.3022400000e-07,-3.2593100000e-08,1.3424500000e-07,-1.4052000000e+01,2.0486000000e+04,2.1267000000e-08,1.3485100000e-07,-2.7426000000e-08,1.3761500000e-07,-1.2930000000e+01,1.1657900000e-07,7.9434000000e-08,1.4471100000e-07,3.2865000000e+01,2.0860000000e+00,2.0870000000e+00,2.0870000000e+00,2.0860000000e+00
8.6322100000e-08,-7.0585400000e-08,1.1150700000e-07,-3.9389000000e+01,2.0486000000e+04,2.2086300000e-08,8.5564500000e-08,-6.0745200000e-08,9.8656400000e-08,-3.5546000000e+01,9.6622800000e-08,1.9928000000e-08,8.8138700000e-08,1.0229000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
-1.3621700000e-07,1.3820300000e-07,1.9406200000e-07,1.3458500000e+02,2.0486000000e+04,2.3011500000e-08,-1.4078200000e-07,1.3520500000e-07,1.9521000000e-07,1.3330100000e+02,-1.9672900000e-07,-1.7209700000e-09,1.9912600000e-07,1.7741500000e+02,2.0860000000e+00,2.0890000000e+00,2.0840000000e+00,2.0860000000e+00
