2024-10-25,17:32:31,Sample Rate(S):,0.100
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
1.8891900000e-08,3.0691500000e-08,3.6093600000e-08,5.8386000000e+01,6.6660000000e+03,2.2855900000e-08,3.4477300000e-08,-3.8706300000e-10,3.4546100000e-08,-1.2378000000e+01,3.5735300000e-08,1.8609000000e-09,3.7783900000e-08,-7.2610000000e+00,2.0870000000e+00,2.0890000000e+00,2.0840000000e+00,2.0790000000e+00
1.0555000000e-07,-7.5298000000e-08,1.2965600000e-07,-3.5172000000e+01,6.6660000000e+03,2.2658000000e-08,4.6737000000e-08,-1.2777200000e-07,1.4185100000e-07,-6.9597000000e+01,8.2898600000e-08,-1.1510600000e-07,1.5175200000e-07,-5.3377000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0810000000e+00
-7.8787500000e-09,1.3910600000e-08,1.6015100000e-08,1.0990300000e+02,6.6660000000e+03,2.2839700000e-08,5.3916100000e-09,2.0358100000e-08,3.2782700000e-08,6.3524000000e+01,6.3199400000e-09,3.2160100000e-08,3.8929900000e-08,7.5529000000e+01,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0890000000e+00
-1.5655200000e-07,6.6856600000e-08,1.7023200000e-07,1.5687500000e+02,6.6660000000e+03,2.3709100000e-08,-9.2521400000e-08,1.4229500000e-07,1.6973100000e-07,1.2396100000e+02,-1.2807100000e-07,1.1008300000e-07,1.6605300000e-07,1.4147400000e+02,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
4.1813900000e-08,6.4499700000e-08,7.6896500000e-08,5.7045000000e+01,6.6660000000e+03,2.4350600000e-08,5.9723600000e-08,3.9054800000e-08,7.1384700000e-08,3.8242000000e+01,4.1166100000e-08,5.5836800000e-08,6.9392200000e-08,5.8359000000e+01,2.0870000000e+00,2.0870000000e+00,2.0870000000e+00,2.0880000000e+00
-6.6010300000e-09,5.2397400000e-08,5.2826500000e-08,9.7180000000e+01,6.6660000000e+03,2.4149400000e-08,1.9056000000e-08,4.4614600000e-08,4.8524300000e-08,7.0689000000e+01,3.0368100000e-09,4.3955800000e-08,3.9879300000e-08,8.9008000000e+01,2.0870000000e+00,2.0890000000e+00,2.0850000000e+00,2.0790000000e+00
-1.3744900000e-08,1.4237900000e-07,1.4304700000e-07,9.3708000000e+01,6.6660000000e+03,2.4113000000e-08,7.3517800000e-08,1.2221500000e-07,1.4061200000e-07,5.5404000000e+01,4.6328600000e-08,1.3275500000e-07,1.3923700000e-07,6.8879000000e+01,2.0870000000e+00,2.0870000000e+00,2.0880000000e+00,2.0870000000e+00
1.1581200000e-07,1.0616800000e-07,1.5711200000e-07,4.3353000000e+01,6.6660000000e+03,2.3699900000e-08,1.5452300000e-07,2.3414800000e-08,1.5477700000e-07,8.8280000000e+00,1.4119100000e-07,6.3412800000e-08,1.5229600000e-07,2.4159000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
8.3007000000e-09,-1.3167100000e-07,1.3193800000e-07,-8.6393000000e+01,6.6660000000e+03,2.3566100000e-08,-7.2520700000e-08,-1.1191900000e-07,1.3403200000e-07,-1.2479400000e+02,-4.4596200000e-08,-1.2638900000e-07,1.3323400000e-07,-1.1305700000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
1.5283400000e-08,6.4365000000e-08,6.6154800000e-08,7.6643000000e+01,6.6660000000e+03,2.2907500000e-08,4.8528500000e-08,4.3934000000e-08,6.5461700000e-08,4.2686000000e+01,3.4380800000e-08,5.5115500000e-08,6.4959800000e-08,5.8517000000e+01,2.0870000000e+00,2.0880000000e+00,2.0880000000e+00,2.0870000000e+00
