# Wavelength (nm)	Smoothed Intensity
299.383362	11.011573
299.552002	11.167928
299.720612	11.327450
299.889191	11.489986
300.057800	11.655384
300.226379	11.823490
300.394958	11.994153
300.563538	12.167219
300.732117	12.342537
300.900696	12.519953
301.069244	12.699316
301.237793	12.880472
301.406342	13.063269
301.574890	13.247554
301.743408	13.433175
301.911957	13.619980
302.080475	13.807816
302.248993	13.996530
302.417480	14.185969
302.585999	14.375982
302.754486	14.660003
302.922974	14.849285
303.091461	15.039138
303.259949	15.227390
303.428436	15.415662
303.596893	15.603451
303.765350	15.791597
303.933807	15.978879
304.102264	16.165506
304.270691	16.352082
304.439117	16.537886
304.607574	16.722888
304.776001	16.907541
304.944397	17.091141
305.112823	17.274236
305.281219	17.455970
305.449615	17.637722
305.618011	17.819902
305.786407	18.001538
305.954773	18.183454
306.123169	18.366008
306.291534	18.548078
306.459900	18.729722
306.628235	18.911668
306.796600	19.093794
306.964935	19.275283
307.133270	19.456414
307.301605	19.637802
307.469940	19.819428
307.638245	20.000855
307.806580	20.182017
307.974884	20.362555
308.143188	20.541250
308.311462	20.720521
308.479767	20.898237
308.648041	21.075784
308.816315	21.252562
308.984589	21.428158
309.152863	21.603230
309.321106	21.776298
309.489380	21.948124
309.657623	22.119549
309.825867	22.290175
309.994080	22.459508
310.162323	22.627134
310.330536	22.793557
310.498749	22.959179
310.666962	23.123457
310.835175	23.286190
311.003357	23.447827
311.171539	23.607640
311.339752	23.766347
311.507904	23.923779
311.676086	24.080766
311.844238	24.237175
312.012421	24.393093
312.180573	24.546909
312.348724	24.700144
312.516846	24.851459
312.684998	25.001637
312.853119	25.150035
313.021240	25.296889
313.189362	25.443336
313.357452	25.589299
313.525574	25.734928
313.693665	25.879548
313.861755	26.023940
314.029846	26.166026
314.197937	26.306712
314.365997	26.446087
314.534058	26.585428
314.702118	26.724850
314.870178	26.864250
315.038239	27.002304
315.206268	27.139974
315.374298	27.275938
315.542328	27.411980
315.710358	27.546259
315.878357	27.680215
316.046387	27.814021
316.214386	27.947399
316.382385	28.079453
316.550385	28.209968
316.718353	28.339016
316.886353	28.467134
317.054321	28.594928
317.222290	28.720414
317.390259	28.846101
317.558197	28.971130
317.726135	29.094539
317.894104	29.216852
318.062012	29.337663
318.229950	29.457459
318.397888	29.574762
318.565796	29.689364
318.733704	29.803089
318.901611	29.916330
319.069519	30.027639
319.237396	30.138727
319.405304	30.249059
319.573181	30.359856
319.741058	30.470334
319.908905	30.579576
320.076782	30.687716
320.244629	30.794063
320.412476	30.899117
320.580322	31.002907
320.748169	31.106598
320.915985	31.210384
321.083801	31.314450
321.251617	31.417775
321.419434	31.519889
321.587250	31.621877
321.755035	31.724321
321.922821	31.826261
322.090607	31.927822
322.258392	32.027759
322.426178	32.129030
322.593933	32.228841
322.761719	32.327703
322.929474	32.423730
323.097198	32.518196
323.264954	32.610627
323.432678	32.702207
323.600403	32.794033
323.768127	32.883985
323.935852	32.973492
324.103577	33.060075
324.271271	33.145013
324.438965	33.228532
324.606659	33.311015
324.774353	33.391658
324.942047	33.470582
325.109711	33.548146
325.277374	33.625596
325.445038	33.701940
325.612701	33.776978
325.780334	33.850358
325.947968	33.923133
326.115631	33.994846
326.283234	34.065972
326.450867	34.136592
326.618500	34.207545
326.786102	34.277469
326.953705	34.347416
327.121307	34.418361
327.288879	34.489158
327.456482	34.561539
327.624054	34.633372
327.791626	34.705300
327.959198	34.776452
328.126770	34.848723
328.294312	34.920436
328.461853	34.993175
328.629395	35.066110
328.796936	35.139301
328.964478	35.212958
329.131989	35.285362
329.299500	35.356965
329.467010	35.428248
329.634521	35.500215
329.802002	35.572326
329.969513	35.644348
330.136993	35.715828
330.304474	35.784859
330.471954	35.853050
330.639404	35.920318
330.806854	35.987204
330.974335	36.053385
331.141754	36.118381
331.309204	36.181736
331.476654	36.244368
331.644073	36.306250
331.811493	36.366485
331.978912	36.424246
332.146332	36.479786
332.313721	36.534211
332.481110	36.587749
332.648499	36.640463
332.815887	36.691874
332.983276	36.741548
333.150635	36.790558
333.317993	36.838895
333.485352	36.887297
333.652710	36.935172
333.820068	36.981050
333.987396	37.026572
334.154724	37.070278
334.322052	37.114293
334.489380	37.157456
334.656708	37.201897
334.824005	37.245378
334.991302	37.289033
335.158600	37.331424
335.325897	37.374703
335.493164	37.418467
335.660431	37.461937
335.827728	37.506579
335.994965	37.551663
336.162231	37.596049
336.329498	37.640370
336.496735	37.683500
336.663971	37.726566
336.831207	37.769125
336.998413	37.811974
337.165649	37.856093
337.332855	37.900316
337.500061	37.944378
337.667267	37.987821
337.834442	38.030879
338.001648	38.073511
338.168823	38.115418
338.335999	38.156082
338.503174	38.196978
338.670319	38.237958
338.837494	38.279214
339.004639	38.320385
339.171783	38.360958
339.338898	38.400645
339.506042	38.441077
339.673157	38.482001
339.840271	38.522710
340.007385	38.562666
340.174500	38.602314
340.341583	38.641767
340.508667	38.681164
340.675751	38.720319
340.842834	38.759414
341.009918	38.797552
341.176971	38.835983
341.344055	38.873319
341.511108	38.911276
341.678131	38.950137
341.845184	38.989428
342.012207	39.028168
342.179230	39.066912
342.346252	39.105864
342.513275	39.144494
342.680298	39.182610
342.847290	39.220453
343.014282	39.257288
343.181274	39.294480
343.348267	39.330907
343.515228	39.367188
343.682190	39.404106
343.849152	39.439339
344.016113	39.474083
344.183075	39.508483
344.350006	39.542153
344.516968	39.576213
344.683899	39.611185
344.850800	39.645364
345.017731	39.678770
345.184631	39.711031
345.351532	39.742430
345.518433	39.772399
345.685333	39.801591
345.852234	39.830275
346.019104	39.859169
346.185974	39.887451
