# Wavelength (nm)	Smoothed Intensity
299.383362	2.845124
299.552002	2.912997
299.720612	2.965793
299.889191	3.026401
300.057800	3.121670
300.226379	3.206903
300.394958	3.287115
300.563538	3.375331
300.732117	3.472953
300.900696	3.555794
301.069244	3.626865
301.237793	3.720174
301.406342	3.794346
301.574890	3.881855
301.743408	3.965358
301.911957	4.057983
302.080475	4.144491
302.248993	4.221869
302.417480	4.326730
302.585999	4.423984
302.754486	4.531443
302.922974	4.623646
303.091461	4.734346
303.259949	4.814036
303.428436	4.898621
303.596893	4.984393
303.765350	5.071468
303.933807	5.170105
304.102264	5.260589
304.270691	5.367605
304.439117	5.467146
304.607574	5.564809
304.776001	5.659409
304.944397	5.771069
305.112823	5.861433
305.281219	5.949175
305.449615	6.057339
305.618011	6.167701
305.786407	6.267618
305.954773	6.371323
306.123169	6.477630
306.291534	6.581758
306.459900	6.681449
306.628235	6.791141
306.796600	6.898774
306.964935	7.006372
307.133270	7.132176
307.301605	7.232980
307.469940	7.344453
307.638245	7.435793
307.806580	7.556375
307.974884	7.671436
308.143188	7.785233
308.311462	7.898055
308.479767	8.006396
308.648041	8.130440
308.816315	8.231934
308.984589	8.337726
309.152863	8.439950
309.321106	8.539895
309.489380	8.638341
309.657623	8.756015
309.825867	8.875683
309.994080	8.982470
310.162323	9.097306
310.330536	9.203551
310.498749	9.310102
310.666962	9.420049
310.835175	9.539183
311.003357	9.654832
311.171539	9.750344
311.339752	9.847440
311.507904	9.958876
311.676086	10.073556
311.844238	10.187285
312.012421	10.291712
312.180573	10.400127
312.348724	10.517833
312.516846	10.622010
312.684998	10.750149
312.853119	10.847231
313.021240	10.955667
313.189362	11.055404
313.357452	11.163559
313.525574	11.265775
313.693665	11.375476
313.861755	11.470968
314.029846	11.570908
314.197937	11.667335
314.365997	11.762517
314.534058	11.863658
314.702118	11.973237
314.870178	12.070585
315.038239	12.164618
315.206268	12.245209
315.374298	12.346464
315.542328	12.454572
315.710358	12.541957
315.878357	12.654014
316.046387	12.729559
316.214386	12.831992
316.382385	12.939314
316.550385	13.036546
316.718353	13.136060
316.886353	13.228397
317.054321	13.328675
317.222290	13.430748
317.390259	13.555522
317.558197	13.643716
317.726135	13.739011
317.894104	13.830378
318.062012	13.931985
318.229950	14.012903
318.397888	14.117974
318.565796	14.224072
318.733704	14.303390
318.901611	14.377770
319.069519	14.476886
319.237396	14.552567
319.405304	14.651839
319.573181	14.762278
319.741058	14.819997
319.908905	14.889492
320.076782	14.962550
320.244629	15.056677
320.412476	15.126866
320.580322	15.211341
320.748169	15.267305
320.915985	15.360198
321.083801	15.468493
321.251617	15.551849
321.419434	15.626377
321.587250	15.722083
321.755035	15.775162
321.922821	15.859054
322.090607	15.957144
322.258392	16.037860
322.426178	16.119449
322.593933	16.211043
322.761719	16.268390
322.929474	16.316774
323.097198	16.412720
323.264954	16.493207
323.432678	16.569183
323.600403	16.642598
323.768127	16.716714
323.935852	16.778026
324.103577	16.859654
324.271271	16.934367
324.438965	16.991596
324.606659	17.070789
324.774353	17.133603
324.942047	17.196632
325.109711	17.262889
325.277374	17.337137
325.445038	17.400762
325.612701	17.456155
325.780334	17.500085
325.947968	17.549476
326.115631	17.622376
326.283234	17.700428
326.450867	17.764664
326.618500	17.838474
326.786102	17.905139
326.953705	17.955396
327.121307	18.020632
327.288879	18.086496
327.456482	18.151988
327.624054	18.205641
327.791626	18.254539
327.959198	18.307749
328.126770	18.379284
328.294312	18.448075
328.461853	18.530826
328.629395	18.574690
328.796936	18.614660
328.964478	18.687238
329.131989	18.773147
329.299500	18.838251
329.467010	18.914333
329.634521	18.982480
329.802002	19.031830
329.969513	19.098839
330.136993	19.165331
330.304474	19.235912
330.471954	19.286612
330.639404	19.344995
330.806854	19.368997
330.974335	19.442080
331.141754	19.517194
331.309204	19.586481
331.476654	19.637364
331.644073	19.713061
331.811493	19.754994
331.978912	19.819279
332.146332	19.876472
332.313721	19.929187
332.481110	19.972372
332.648499	20.044156
332.815887	20.081826
332.983276	20.134895
333.150635	20.191844
333.317993	20.232946
333.485352	20.293404
333.652710	20.329053
333.820068	20.395783
333.987396	20.457012
334.154724	20.528689
334.322052	20.555650
334.489380	20.586778
334.656708	20.617546
334.824005	20.657669
334.991302	20.654552
335.158600	20.698689
335.325897	20.727559
335.493164	20.789110
335.660431	20.844307
335.827728	20.886300
335.994965	20.910177
336.162231	20.953719
336.329498	21.002170
336.496735	21.037669
336.663971	21.064003
336.831207	21.087317
336.998413	21.149331
337.165649	21.193598
337.332855	21.211789
337.500061	21.255594
337.667267	21.288237
337.834442	21.330657
338.001648	21.372464
338.168823	21.416612
338.335999	21.481606
338.503174	21.524248
338.670319	21.569955
338.837494	21.615167
339.004639	21.654760
339.171783	21.695433
339.338898	21.729413
339.506042	21.774993
339.673157	21.805057
339.840271	21.849867
340.007385	21.905727
340.174500	21.939796
340.341583	21.974834
340.508667	22.006304
340.675751	22.057153
340.842834	22.086995
341.009918	22.149772
341.176971	22.196862
341.344055	22.237938
341.511108	22.277159
341.678131	22.314519
341.845184	22.345705
342.012207	22.386480
