X,CH1,CH3,Start,Increment,
Sequence,Volt,Volt,-6.000000e-01,1.000000e-03
0,1.60e-01,4.00e-01,
1,1.00e-01,-2.00e-01,
2,1.00e-01,4.00e-01,
3,1.60e-01,-2.00e-01,
4,1.60e-01,0.00e+00,
5,1.00e-01,4.00e-01,
6,1.60e-01,4.00e-01,
7,1.00e-01,-2.00e-01,
8,1.60e-01,4.00e-01,
9,1.00e-01,-2.00e-01,
10,1.00e-01,4.00e-01,
11,1.60e-01,-2.00e-01,
12,1.60e-01,4.00e-01,
13,8.00e-02,-2.00e-01,
14,8.00e-02,4.00e-01,
15,1.60e-01,-2.00e-01,
16,8.00e-02,4.00e-01,
17,1.60e-01,-2.00e-01,
18,1.60e-01,4.00e-01,
19,8.00e-02,-2.00e-01,
20,8.00e-02,-2.00e-01,
21,1.40e-01,4.00e-01,
22,8.00e-02,-2.00e-01,
23,1.40e-01,4.00e-01,
24,8.00e-02,4.00e-01,
25,1.40e-01,-2.00e-01,
26,8.00e-02,-2.00e-01,
27,1.40e-01,4.00e-01,
28,1.40e-01,-2.00e-01,
29,8.00e-02,4.00e-01,
30,8.00e-02,2.00e-01,
31,1.40e-01,-2.00e-01,
32,8.00e-02,2.00e-01,
33,1.40e-01,-2.00e-01,
34,8.00e-02,2.00e-01,
35,1.40e-01,-2.00e-01,
36,1.40e-01,2.00e-01,
37,6.00e-02,-2.00e-01,
38,1.40e-01,2.00e-01,
39,6.00e-02,-4.00e-01,
40,6.00e-02,2.00e-01,
41,1.40e-01,-4.00e-01,
42,6.00e-02,2.00e-01,
43,1.40e-01,-4.00e-01,
44,6.00e-02,2.00e-01,
45,1.40e-01,-4.00e-01,
46,6.00e-02,2.00e-01,
47,1.20e-01,-4.00e-01,
48,6.00e-02,2.00e-01,
49,1.20e-01,-4.00e-01,
50,6.00e-02,2.00e-01,
51,1.20e-01,-2.00e-01,
52,6.00e-02,2.00e-01,
53,1.20e-01,-4.00e-01,
54,6.00e-02,2.00e-01,
55,1.20e-01,-4.00e-01,
56,1.20e-01,2.00e-01,
57,6.00e-02,-4.00e-01,
58,6.00e-02,2.00e-01,
59,1.20e-01,-4.00e-01,
60,6.00e-02,2.00e-01,
61,1.20e-01,-4.00e-01,
62,1.20e-01,2.00e-01,
63,6.00e-02,-4.00e-01,
64,6.00e-02,2.00e-01,
65,1.20e-01,-4.00e-01,
66,1.20e-01,2.00e-01,
67,4.00e-02,-4.00e-01,
68,1.20e-01,2.00e-01,
69,4.00e-02,-4.00e-01,
70,1.20e-01,2.00e-01,
71,4.00e-02,-4.00e-01,
72,4.00e-02,2.00e-01,
73,1.20e-01,-4.00e-01,
74,1.00e-01,2.00e-01,
75,2.00e-02,-4.00e-01,
76,1.00e-01,2.00e-01,
77,4.00e-02,-4.00e-01,
78,4.00e-02,2.00e-01,
79,1.20e-01,-4.00e-01,
80,4.00e-02,2.00e-01,
81,1.20e-01,-4.00e-01,
82,4.00e-02,2.00e-01,
83,1.20e-01,-4.00e-01,
84,4.00e-02,2.00e-01,
85,1.00e-01,-4.00e-01,
86,4.00e-02,2.00e-01,
87,1.00e-01,-4.00e-01,
88,4.00e-02,2.00e-01,
89,1.00e-01,-4.00e-01,
90,1.00e-01,-4.00e-01,
91,4.00e-02,2.00e-01,
92,4.00e-02,2.00e-01,
93,1.00e-01,-4.00e-01,
94,1.00e-01,2.00e-01,
95,4.00e-02,-4.00e-01,
96,4.00e-02,2.00e-01,
97,1.00e-01,-4.00e-01,
98,1.00e-01,2.00e-01,
99,4.00e-02,-4.00e-01,
100,4.00e-02,2.00e-01,
101,1.00e-01,-4.00e-01,
102,1.00e-01,2.00e-01,
103,4.00e-02,-4.00e-01,
104,1.00e-01,-4.00e-01,
105,2.00e-02,2.00e-01,
106,1.00e-01,2.00e-01,
107,2.00e-02,-4.00e-01,
108,4.00e-02,2.00e-01,
109,1.00e-01,-4.00e-01,
110,1.00e-01,2.00e-01,
111,4.00e-02,-4.00e-01,
112,1.00e-01,2.00e-01,
113,2.00e-02,-4.00e-01,
114,2.00e-02,-4.00e-01,
115,1.00e-01,2.00e-01,
116,2.00e-02,-4.00e-01,
117,1.00e-01,2.00e-01,
