333.348	91.3
333.679	91.3
334.011	96.0
334.343	95.7
334.674	97.3
335.006	95.7
335.338	95.3
335.670	94.3
336.002	95.3
336.334	96.0
336.666	96.7
336.998	96.3
337.330	95.3
337.662	94.0
337.994	93.7
338.326	95.3
338.658	97.0
338.990	98.3
339.323	98.0
339.655	97.7
339.987	100.3
340.320	102.0
340.652	103.3
340.984	100.7
341.317	100.7
341.649	100.0
341.982	98.7
342.314	96.7
342.647	95.7
342.979	96.7
343.312	97.0
343.645	99.0
343.978	98.3
344.310	97.0
344.643	96.7
344.976	97.7
345.309	98.7
345.642	97.3
345.975	96.7
346.308	96.0
346.641	97.0
346.974	98.3
347.307	99.3
347.640	100.0
347.973	101.3
348.306	101.0
348.639	99.3
348.972	98.0
349.306	98.0
349.639	98.0
349.972	98.0
350.306	98.0
350.639	97.0
350.972	98.3
351.306	97.7
351.639	98.3
351.973	96.3
352.306	97.0
352.640	98.7
352.974	99.0
353.307	98.7
353.641	97.7
353.975	98.0
354.309	99.7
354.642	99.3
354.976	98.0
355.310	102.0
355.644	103.7
355.978	104.7
356.312	99.7
356.646	99.3
356.980	99.0
357.314	100.0
357.648	98.3
357.982	99.7
358.316	97.7
358.651	98.0
358.985	95.3
359.319	95.3
359.653	95.7
359.988	97.3
360.322	98.3
360.656	100.0
360.991	100.7
361.325	100.0
361.660	98.3
361.994	97.7
362.329	98.0
362.664	98.3
362.998	97.7
363.333	97.3
363.668	96.0
364.002	96.3
364.337	97.3
364.672	100.0
365.007	102.0
365.342	102.0
365.676	100.7
366.011	99.0
366.346	99.0
366.681	99.3
367.016	99.0
367.351	100.0
367.687	100.0
368.022	100.7
368.357	99.0
368.692	99.0
369.027	99.3
369.363	99.0
369.698	98.7
370.033	98.0
370.369	100.3
370.704	100.7
371.039	98.7
371.375	97.0
371.710	97.0
372.046	97.0
372.381	98.3
372.717	98.0
373.053	99.7
373.388	98.0
373.724	99.0
374.060	99.0
374.395	100.3
374.731	100.3
375.067	99.7
375.403	100.3
375.739	99.3
376.075	99.7
376.411	98.0
376.747	99.3
377.083	99.3
377.419	100.3
377.755	99.7
378.091	100.3
378.427	99.0
378.763	98.3
379.099	96.3
379.436	97.3
379.772	97.0
380.108	97.0
380.445	96.7
380.781	98.7
381.117	100.3
381.454	100.3
381.790	98.0
382.127	97.0
382.463	96.3
382.800	98.7
383.137	98.0
383.473	97.3
383.810	95.0
384.147	95.0
384.483	95.0
384.820	95.7
385.157	97.7
385.494	101.7
385.831	102.3
386.167	103.3
386.504	101.7
386.841	104.3
387.178	107.0
387.515	112.7
387.852	121.7
388.189	135.0
388.527	147.3
388.864	146.0
389.201	135.3
389.538	125.3
389.875	124.3
390.213	129.0
390.550	134.0
390.887	138.0
391.225	134.7
391.562	122.0
391.899	109.3
392.237	102.0
392.574	100.3
392.912	98.7
393.250	97.7
393.587	97.3
393.925	96.7
394.262	97.0
394.600	97.0
394.938	98.0
395.276	99.0
395.613	103.0
395.951	106.3
396.289	108.0
396.627	105.0
396.965	101.7
397.303	99.3
397.641	98.3
397.979	97.7
398.317	96.7
398.655	98.7
398.993	99.0
399.331	97.7
399.669	95.7
400.008	96.0
400.346	98.3
400.684	98.7
401.022	98.3
401.361	99.0
401.699	102.7
402.037	107.3
402.376	109.3
402.714	106.3
403.053	102.3
403.391	100.0
403.730	99.0
404.068	98.7
404.407	96.3
404.746	98.7
405.084	98.3
405.423	98.0
405.762	94.7
406.101	94.7
406.439	95.0
406.778	97.0
407.117	98.0
407.456	99.0
407.795	97.7
408.134	96.7
408.473	95.3
408.812	95.7
409.151	96.3
409.490	97.3
409.829	99.0
410.168	98.0
410.508	99.7
410.847	98.0
411.186	100.3
411.525	101.0
411.865	102.3
412.204	102.0
412.543	101.3
412.883	101.7
413.222	100.3
413.562	102.0
413.901	102.3
414.241	104.3
414.580	103.0
414.920	103.7
415.259	105.0
415.599	105.3
415.939	107.0
416.278	106.0
416.618	106.3
416.958	104.0
417.298	103.7
417.637	104.3
417.977	105.3
418.317	105.3
418.657	105.3
418.997	105.7
419.337	107.0
419.677	107.7
420.017	108.3
420.357	108.0
420.697	108.0
421.037	108.7
421.378	110.7
421.718	112.7
422.058	114.3
422.398	116.0
422.739	117.7
423.079	119.0
423.419	120.0
423.760	121.0
424.100	121.7
424.441	123.3
424.781	125.0
425.122	130.3
425.462	132.7
425.803	135.7
426.143	134.3
426.484	138.0
426.825	142.3
427.165	151.7
427.506	152.0
427.847	146.0
428.187	140.3
428.528	135.7
428.869	136.7
429.210	131.7
429.551	133.0
429.892	134.0
430.233	135.3
430.574	134.7
430.915	134.7
431.256	136.0
