2024-10-25,17:25:45,Sample Rate(S):,0.100
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
6.8110000000e-08,4.2759800000e-08,8.0484300000e-08,3.2121000000e+01,6.6600000000e+02,2.0964400000e-08,7.2837100000e-08,-2.7130400000e-08,7.7797900000e-08,-2.6461000000e+01,6.8140600000e-08,-3.1667600000e-08,7.5144900000e-08,-3.1049000000e+01,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0830000000e+00
-1.1371500000e-07,-2.3858900000e-09,1.1376300000e-07,1.7927200000e+02,6.6600000000e+02,2.0932600000e-08,-8.4104900000e-08,7.6735500000e-08,1.1385000000e-07,1.3341200000e+02,-8.0422000000e-08,8.7758000000e-08,1.1338900000e-07,1.2928800000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0840000000e+00
8.1731100000e-08,4.5016000000e-09,8.1893400000e-08,3.1530000000e+00,6.6600000000e+02,2.0743100000e-08,5.5099700000e-08,-5.3939200000e-08,7.7114000000e-08,-5.3648000000e+01,4.3743000000e-08,-5.6218600000e-08,7.1234600000e-08,-5.6240000000e+01,2.0870000000e+00,2.0890000000e+00,2.0850000000e+00,2.0810000000e+00
-8.9893300000e-08,7.1406800000e-08,1.1484200000e-07,1.3927500000e+02,6.6600000000e+02,2.0305600000e-08,-1.5183600000e-08,1.1339100000e-07,1.1592200000e-07,9.3456000000e+01,-1.0081500000e-08,1.1580500000e-07,1.1600400000e-07,8.9246000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
4.0440100000e-08,-5.2164300000e-08,6.6030900000e-08,-5.2216000000e+01,6.6600000000e+02,2.0012400000e-08,-1.4139400000e-08,-6.2711100000e-08,6.2528400000e-08,-1.0762800000e+02,-1.7321000000e-08,-6.0033300000e-08,6.1862700000e-08,-1.2057900000e+02,2.0860000000e+00,2.0870000000e+00,2.0820000000e+00,2.0750000000e+00
-3.4058600000e-08,9.2032800000e-08,9.8151400000e-08,1.1030800000e+02,6.6600000000e+02,2.0430700000e-08,4.3325400000e-08,8.4593300000e-08,9.5070700000e-08,5.9756000000e+01,4.4165800000e-08,8.0639800000e-08,8.6488200000e-08,5.1260000000e+01,2.0870000000e+00,2.0880000000e+00,2.0870000000e+00,2.0860000000e+00
-2.8758500000e-08,-1.1125100000e-07,1.1491700000e-07,-1.0886600000e+02,6.6600000000e+02,2.0412100000e-08,-9.9189400000e-08,-5.6085700000e-08,1.1186500000e-07,-1.5258400000e+02,-9.7869800000e-08,-4.0754100000e-08,1.0837700000e-07,-1.5790500000e+02,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0820000000e+00
2.9957700000e-08,9.1397800000e-08,9.6183000000e-08,7.1852000000e+01,6.6600000000e+02,2.0070300000e-08,8.8499700000e-08,4.6659900000e-08,1.0008800000e-07,2.5089000000e+01,8.7568200000e-08,4.3895100000e-08,9.5867700000e-08,2.0763000000e+01,2.0870000000e+00,2.0880000000e+00,2.0870000000e+00,2.0830000000e+00
-6.2179800000e-08,-4.9227000000e-08,7.9350300000e-08,-1.4163200000e+02,6.6600000000e+02,1.9957500000e-08,-8.9875100000e-08,2.1839700000e-08,9.2506600000e-08,1.6340100000e+02,-9.6275400000e-08,2.5913700000e-08,1.0370700000e-07,1.6048600000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
3.2325800000e-08,6.0104600000e-08,6.8257000000e-08,6.1727000000e+01,6.6600000000e+02,2.0234600000e-08,6.5011100000e-08,9.6951600000e-09,6.5733900000e-08,3.7130000000e+00,6.6732100000e-08,6.1290800000e-09,6.7085700000e-08,2.3300000000e-01,2.0860000000e+00,2.0860000000e+00,2.0830000000e+00,2.0760000000e+00
-5.3853700000e-08,-5.2568800000e-08,7.5307900000e-08,-1.3569200000e+02,6.6600000000e+02,1.9930600000e-08,-7.3749100000e-08,8.2932200000e-09,7.4262400000e-08,1.6796800000e+02,-7.3411400000e-08,1.3602900000e-08,7.4660200000e-08,1.6049300000e+02,2.0880000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
9.0898000000e-08,9.1454400000e-09,9.1382800000e-08,5.7450000000e+00,6.6600000000e+02,1.9960300000e-08,6.9167000000e-08,-6.3654500000e-08,9.4038600000e-08,-4.6079000000e+01,6.8723000000e-08,-6.7638600000e-08,9.6458100000e-08,-5.3326000000e+01,2.0870000000e+00,2.0880000000e+00,2.0850000000e+00,2.0830000000e+00
-7.8770900000e-08,2.2290900000e-08,8.1898500000e-08,1.6419900000e+02,6.6600000000e+02,1.9936100000e-08,-3.4510700000e-08,7.6037000000e-08,8.3556900000e-08,1.0961600000e+02,-3.0678500000e-08,7.9295400000e-08,8.9902300000e-08,9.9040000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
7.4958300000e-08,-6.6329200000e-09,7.5259500000e-08,-5.0570000000e+00,6.6600000000e+02,2.0304000000e-08,3.6187200000e-08,-6.1202000000e-08,7.1128200000e-08,-6.8809000000e+01,2.7260400000e-08,-6.5087900000e-08,7.0649800000e-08,-7.3479000000e+01,2.0870000000e+00,2.0880000000e+00,2.0840000000e+00,2.0790000000e+00
-4.8891500000e-08,6.8281400000e-08,8.4040000000e-08,1.2560400000e+02,6.6600000000e+02,2.0371500000e-08,1.6239400000e-08,8.1148500000e-08,8.2759600000e-08,7.5068000000e+01,1.9916100000e-08,8.3617800000e-08,8.6014700000e-08,7.2315000000e+01,2.0860000000e+00,2.0870000000e+00,2.0860000000e+00,2.0850000000e+00
9.8345900000e-08,-7.0049600000e-08,1.2076400000e-07,-3.5461000000e+01,6.6600000000e+02,2.0425400000e-08,1.9862600000e-08,-1.1650900000e-07,1.1489500000e-07,-8.4558000000e+01,1.3956300000e-08,-1.1499800000e-07,1.1546000000e-07,-8.5060000000e+01,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0820000000e+00
-1.7983400000e-08,4.8120600000e-08,5.1396300000e-08,1.1049200000e+02,6.6600000000e+02,2.0178100000e-08,2.7507900000e-08,4.6754500000e-08,5.4286500000e-08,5.5743000000e+01,3.0576100000e-08,4.7586800000e-08,5.8486500000e-08,4.9150000000e+01,2.0870000000e+00,2.0890000000e+00,2.0880000000e+00,2.0890000000e+00
4.2015900000e-08,-9.9054900000e-08,1.0762400000e-07,-7.2067000000e+01,6.6600000000e+02,2.0459900000e-08,-4.1484600000e-08,-9.4433300000e-08,1.0034300000e-07,-1.1650000000e+02,-4.2333900000e-08,-9.0927700000e-08,9.3025500000e-08,-1.2362400000e+02,2.0870000000e+00,2.0880000000e+00,2.0840000000e+00,2.0810000000e+00
-1.7354000000e-08,1.1963500000e-07,1.2094800000e-07,9.8254000000e+01,6.6600000000e+02,2.0668600000e-08,7.2462200000e-08,9.5268500000e-08,1.1969800000e-07,4.8953000000e+01,7.7856400000e-08,9.4406300000e-08,1.2241900000e-07,4.7636000000e+01,2.0870000000e+00,2.0870000000e+00,2.0860000000e+00,2.0840000000e+00
4.4552000000e-08,-4.8392600000e-08,6.5879200000e-08,-4.7366000000e+01,6.6600000000e+02,2.0173200000e-08,-6.8436600000e-09,-6.0354200000e-08,6.0746300000e-08,-1.0386700000e+02,-1.3087100000e-08,-5.9860000000e-08,6.0094700000e-08,-1.1787200000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
-6.5910000000e-09,1.0099600000e-07,1.0123200000e-07,8.4502000000e+01,6.6600000000e+02,2.0498500000e-08,7.4697500000e-08,6.9299600000e-08,1.0133600000e-07,3.6621000000e+01,7.9668100000e-08,5.8094000000e-08,1.0318500000e-07,3.4287000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0830000000e+00
-1.1104500000e-08,-9.3213400000e-08,9.3918300000e-08,-9.9444000000e+01,6.6600000000e+02,2.0395600000e-08,-7.1458600000e-08,-5.7674400000e-08,9.2650200000e-08,-1.4599000000e+02,-7.5361700000e-08,-5.3844200000e-08,9.2015500000e-08,-1.4709300000e+02,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0890000000e+00
5.4089300000e-09,7.6307500000e-08,7.6558400000e-08,8.5945000000e+01,6.6600000000e+02,2.0412500000e-08,5.5013900000e-08,4.7388200000e-08,7.2610300000e-08,3.3402000000e+01,5.7095100000e-08,3.9884400000e-08,6.9648600000e-08,2.9594000000e+01,2.0870000000e+00,2.0890000000e+00,2.0850000000e+00,2.0810000000e+00
-2.9491000000e-08,-8.3245100000e-08,8.8345100000e-08,-1.0950800000e+02,6.6600000000e+02,2.0302000000e-08,-8.1371200000e-08,-4.0351100000e-08,9.2791500000e-08,-1.5914100000e+02,-8.5777500000e-08,-3.5344000000e-08,9.3440100000e-08,-1.6577800000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
3.6338700000e-08,7.3357500000e-08,8.1955400000e-08,6.3648000000e+01,6.6600000000e+02,2.0460200000e-08,8.4600800000e-08,1.5643400000e-08,8.6100100000e-08,6.5930000000e+00,8.5934000000e-08,1.2272400000e-08,8.6818600000e-08,2.2170000000e+00,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0830000000e+00
-2.5799700000e-08,-9.4328700000e-08,9.7797600000e-08,-1.0529700000e+02,6.6600000000e+02,2.0421900000e-08,-8.6232900000e-08,-4.5501600000e-08,9.2990900000e-08,-1.5660800000e+02,-8.4321700000e-08,-3.9188400000e-08,9.2921000000e-08,-1.6113500000e+02,2.0870000000e+00,2.0880000000e+00,2.0860000000e+00,2.0830000000e+00
6.8525000000e-08,7.3196800000e-08,1.0027100000e-07,4.6888000000e+01,6.6600000000e+02,2.0366000000e-08,1.0068000000e-07,6.1227800000e-10,9.6727900000e-08,-4.0430000000e+00,9.6628700000e-08,-4.2325100000e-09,9.4255900000e-08,-1.2274000000e+01,2.0870000000e+00,2.0880000000e+00,2.0870000000e+00,2.0880000000e+00
-7.4344600000e-08,-3.2872500000e-08,8.1301000000e-08,-1.5614700000e+02,6.6600000000e+02,2.0517100000e-08,-7.6373000000e-08,3.3725100000e-08,8.3518400000e-08,1.5359300000e+02,-7.6955300000e-08,3.5676400000e-08,8.6537200000e-08,1.4965300000e+02,2.0880000000e+00,2.0880000000e+00,2.0850000000e+00,2.0810000000e+00
4.7474800000e-08,5.9780400000e-08,7.6341700000e-08,5.1545000000e+01,6.6600000000e+02,2.0480300000e-08,7.4278200000e-08,6.2428800000e-09,7.4571200000e-08,2.9070000000e+00,7.0363100000e-08,5.4653300000e-09,7.0585300000e-08,-3.4040000000e+00,2.0860000000e+00,2.0880000000e+00,2.0840000000e+00,2.0790000000e+00
