	120.000000	19.644000	27.800000
	120.020000	20.112000	25.600000
	120.040000	20.556000	23.800000
	120.060000	20.964000	22.000000
	120.080000	21.324000	20.200000
	120.100000	21.636000	18.000000
	120.120000	21.912000	15.800000
	120.140000	22.164000	14.000000
	120.160000	22.380000	12.400000
	120.180000	22.560000	10.800000
	120.200000	22.692000	8.800000
	120.220000	22.788000	6.800000
	120.240000	22.836000	4.600000
	120.260000	22.860000	2.800000
	120.280000	22.848000	1.000000
	120.300000	22.812000	-0.400000
	120.320000	22.740000	-2.000000
	120.340000	22.632000	-3.600000
	120.360000	22.488000	-5.400000
	120.380000	22.320000	-7.000000
	120.400000	22.128000	-8.400000
	120.420000	21.912000	-9.600000
	120.440000	21.660000	-11.000000
	120.460000	21.396000	-12.200000
	120.480000	21.108000	-13.400000
	120.500000	20.796000	-14.400000
	120.520000	20.460000	-15.600000
	120.540000	20.112000	-16.600000
	120.560000	19.752000	-17.400000
	120.580000	19.356000	-18.400000
	120.600000	18.948000	-19.400000
	120.620000	18.528000	-20.400000
	120.640000	18.096000	-21.000000
	120.660000	17.628000	-22.000000
	120.680000	17.148000	-23.000000
	120.700000	16.644000	-24.200000
	120.720000	16.140000	-24.800000
	120.740000	15.600000	-25.800000
	120.760000	15.072000	-26.200000
	120.780000	14.520000	-27.000000
	120.800000	13.980000	-27.000000
	120.820000	13.416000	-27.600000
	120.840000	12.840000	-28.000000
	120.860000	12.264000	-28.600000
	120.880000	11.688000	-28.800000
	120.900000	11.112000	-28.800000
	120.920000	10.512000	-29.200000
	120.940000	9.912000	-29.600000
	120.960000	9.324000	-29.800000
	120.980000	8.748000	-29.400000
	121.000000	8.148000	-29.400000
	121.020000	7.560000	-29.400000
	121.040000	6.972000	-29.600000
	121.060000	6.408000	-29.000000
	121.080000	5.832000	-28.800000
	121.100000	5.268000	-28.400000
	121.120000	4.716000	-28.200000
	121.140000	4.164000	-27.800000
	121.160000	3.624000	-27.400000
	121.180000	3.096000	-27.000000
	121.200000	2.592000	-26.200000
	121.220000	2.100000	-25.400000
