Ê±¼ä - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	°ÚÂÖ½Ç¶È - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	
28.66	20.772	
28.68	19.98	
28.7	19.116	
28.72	18.252	
28.74	17.28	
28.76	16.236	
28.78	15.192	
28.8	14.04	
28.82	12.888	
28.84	11.736	
28.86	10.512	
28.88	9.252	
28.9	7.92	
28.92	6.66	
28.94	5.292	
28.96	3.924	
28.98	2.628	
29	1.26	
29.02	-0.108	
29.04	-1.476	
29.06	-2.736	
29.08	-3.996	
29.1	-5.364	
29.12	-6.552	
29.14	-7.704	
29.16	-8.928	
29.18	-10.044	
29.2	-11.016	
29.22	-12.06	
29.24	-12.96	
29.26	-13.86	
29.28	-14.616	
29.3	-15.3	
29.32	-15.984	
29.34	-16.488	
29.36	-16.956	
29.38	-17.352	
29.4	-17.604	
29.42	-17.82	
29.44	-17.928	
29.46	-17.928	
29.48	-17.856	
29.5	-17.712	
29.52	-17.46	
29.54	-17.1	
29.56	-16.704	
29.58	-16.236	
29.6	-15.66	
29.62	-15.012	
29.64	-14.292	
29.66	-13.536	
29.68	-12.672	
29.7	-11.736	
29.72	-10.8	
29.74	-9.756	
29.76	-8.676	
29.78	-7.596	
29.8	-6.408	
29.82	-5.22	
29.84	-3.96	
29.86	-2.664	
29.88	-1.404	
29.9	-0.072	
29.92	1.26	
29.94	2.556	
29.96	3.924	
29.98	5.22	
30	6.552	
























Ê±¼ä - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	°ÚÂÖ½Ç¶È - °ÚÂÖ½Ç¶ÈÊ±ÐòÍ¼	
0	5.256	
0.02	3.96	
0.04	2.592	
0.06	1.224	
0.08	-0.072	
0.1	-1.404	
0.12	-2.664	
0.14	-3.996	
0.16	-5.22	
0.18	-6.444	
0.2	-7.704	
0.22	-8.82	
0.24	-9.864	
0.26	-10.944	
0.28	-11.88	
0.3	-12.816	
0.32	-13.644	
0.34	-14.436	
0.36	-15.192	
0.38	-15.804	
0.4	-16.344	
0.42	-16.812	
0.44	-17.172	
0.46	-17.46	
0.48	-17.64	
0.5	-17.748	
0.52	-17.748	
0.54	-17.676	
0.56	-17.532	
0.58	-17.28	
0.6	-16.956	
0.62	-16.524	
0.64	-16.056	
0.66	-15.48	
0.68	-14.796	
0.7	-14.148	
0.72	-13.392	
0.74	-12.528	
0.76	-11.592	
0.78	-10.656	
0.8	-9.648	
0.82	-8.532	
0.84	-7.452	
0.86	-6.336	
0.88	-5.112	
0.9	-3.852	
0.92	-2.592	
0.94	-1.332	
0.96	0	
0.98	1.26	
1	2.556	
1.02	3.888	
1.04	5.256	
1.06	6.516	
1.08	7.884	
1.1	9.108	
1.12	10.368	
1.14	11.628	
1.16	12.816	
1.18	13.932	
1.2	15.084	
1.22	16.164	
1.24	17.208	
1.26	18.144	
1.28	19.008	
1.3	19.872	
1.32	20.628	
1.34	21.384	
1.36	22.032	
1.38	22.608	
1.4	23.112	
1.42	23.544	
1.44	23.904	
1.46	24.156	
1.48	24.336	
1.5	24.444	
1.52	24.48	
1.54	24.444	
1.56	24.3	
1.58	24.084	
1.6	23.796	
1.62	23.472	
1.64	23.04	
1.66	22.536	
1.68	21.96	
1.7	21.312	
1.72	20.628	
1.74	19.836	
1.76	19.044	
1.78	18.108	
1.8	17.208	
1.82	16.2	
1.84	15.12	
1.86	14.04	
1.88	12.852	
1.9	11.628	
1.92	10.404	
1.94	9.18	
1.96	7.884	
1.98	6.552	
2	5.328	
2.02	3.96	
2.04	2.556	
2.06	1.26	
2.08	-0.036	
2.1	-1.332	
2.12	-2.664	
2.14	-3.96	
2.16	-5.184	
2.18	-6.444	
2.2	-7.632	
2.22	-8.748	
2.24	-9.864	
2.26	-10.872	
2.28	-11.916	
2.3	-12.816	
2.32	-13.644	
2.34	-14.436	
2.36	-15.156	
2.38	-15.804	
2.4	-16.344	
2.42	-16.776	
2.44	-17.172	
2.46	-17.46	
2.48	-17.64	
2.5	-17.748	
2.52	-17.748	
2.54	-17.676	
2.56	-17.532	
2.58	-17.28	
2.6	-16.956	
2.62	-16.56	
2.64	-16.056	
2.66	-15.516	
2.68	-14.868	
2.7	-14.148	
2.72	-13.392	
2.74	-12.528	
2.76	-11.628	
2.78	-10.728	
2.8	-9.684	
2.82	-8.604	
2.84	-7.524	
2.86	-6.336	
2.88	-5.112	
2.9	-3.888	
2.92	-2.592	
2.94	-1.332	
2.96	-0.072	
2.98	1.26	
3	2.592	
3.02	3.96	
3.04	5.256	
3.06	6.516	
3.08	7.848	
3.1	9.144	
3.12	10.368	
3.14	11.592	
3.16	12.78	
3.18	14.004	
3.2	15.048	
3.22	16.164	
3.24	17.136	
3.26	18.072	
3.28	19.008	
3.3	19.872	
3.32	20.628	
3.34	21.384	
3.36	21.996	
3.38	22.572	
3.4	23.112	
3.42	23.508	
3.44	23.904	
3.46	24.192	
3.48	24.336	
3.5	24.444	
3.52	24.48	
3.54	24.444	
3.56	24.3	
3.58	24.12	
3.6	23.832	
3.62	23.472	
3.64	23.076	
3.66	22.572	
3.68	21.96	
3.7	21.348	
3.72	20.664	
3.74	19.908	
3.76	19.08	
3.78	18.18	
3.8	17.244	
3.82	16.2	
3.84	15.12	
3.86	14.004	
3.88	12.924	
3.9	11.736	
3.92	10.476	
3.94	9.216	
3.96	7.956	
3.98	6.624	
4	5.292	
4.02	3.924	
4.04	2.628	
4.06	1.332	
4.08	-0.036	
4.1	-1.332	
4.12	-2.7	
4.14	-3.96	
4.16	-5.22	
4.18	-6.408	
4.2	-7.56	
4.22	-8.784	
4.24	-9.864	
4.26	-10.908	
4.28	-11.88	
4.3	-12.78	
4.32	-13.644	
4.34	-14.4	
4.36	-15.156	
4.38	-15.768	
4.4	-16.344	
4.42	-16.776	
4.44	-17.172	
4.46	-17.46	
4.48	-17.64	
4.5	-17.748	
4.52	-17.784	
4.54	-17.712	
4.56	-17.568	
4.58	-17.316	
4.6	-16.992	
4.62	-16.56	
4.64	-16.092	
4.66	-15.552	
4.68	-14.904	
4.7	-14.22	
4.72	-13.428	
4.74	-12.564	
4.76	-11.7	
4.78	-10.764	
4.8	-9.72	
4.82	-8.676	
4.84	-7.56	
4.86	-6.336	
4.88	-5.148	
4.9	-3.924	
4.92	-2.7	
4.94	-1.44	
4.96	-0.108	
4.98	1.224	
5	2.556	
5.02	3.852	
5.04	5.148	
5.06	6.552	
5.08	7.776	
5.1	9.072	
5.12	10.332	
5.14	11.592	
5.16	12.744	
5.18	13.932	
5.2	15.084	
5.22	16.128	
5.24	17.136	
5.26	18.108	
5.28	18.972	
5.3	19.836	
5.32	20.664	
5.34	21.384	
5.36	22.032	
5.38	22.644	
5.4	23.112	
5.42	23.544	
5.44	23.904	
5.46	24.192	
5.48	24.372	
5.5	24.48	
5.52	24.516	
5.54	24.48	
5.56	24.336	
5.58	24.156	
5.6	23.868	
5.62	23.544	
5.64	23.04	
5.66	22.572	
5.68	22.032	
5.7	21.384	
5.72	20.7	
5.74	19.944	
5.76	19.08	
5.78	18.18	
5.8	17.244	
5.82	16.272	
5.84	15.192	
5.86	14.076	
5.88	12.924	
5.9	11.7	
5.92	10.512	
5.94	9.288	
5.96	8.028	
5.98	6.696	
6	5.364	
6.02	4.068	
6.04	2.664	
6.06	1.332	
6.08	0	
6.1	-1.296	
6.12	-2.628	
6.14	-3.96	
6.16	-5.22	
6.18	-6.372	
6.2	-7.632	
6.22	-8.712	
6.24	-9.864	
6.26	-10.872	
6.28	-11.88	
6.3	-12.816	
6.32	-13.644	
6.34	-14.436	
6.36	-15.156	
6.38	-15.804	
6.4	-16.344	
6.42	-16.812	
6.44	-17.208	
6.46	-17.496	
6.48	-17.676	
6.5	-17.784	
6.52	-17.82	
6.54	-17.748	
6.56	-17.604	
6.58	-17.352	
6.6	-17.028	
6.62	-16.632	
6.64	-16.164	
6.66	-15.588	
6.68	-14.904	
6.7	-14.256	
6.72	-13.428	
6.74	-12.636	
6.76	-11.736	
6.78	-10.764	
6.8	-9.72	
6.82	-8.676	
6.84	-7.524	
6.86	-6.372	
6.88	-5.22	
6.9	-4.032	
6.92	-2.736	
6.94	-1.44	
6.96	-0.144	
6.98	1.188	
7	2.592	
7.02	3.888	
7.04	5.184	
7.06	6.444	
7.08	7.776	
7.1	9.108	
7.12	10.368	
7.14	11.628	
7.16	12.78	
7.18	13.932	
7.2	15.048	
7.22	16.128	
7.24	17.136	
7.26	18.108	
7.28	19.008	
7.3	19.908	
7.32	20.664	
7.34	21.42	
7.36	22.032	
7.38	22.644	
7.4	23.148	
7.42	23.58	
7.44	23.94	
7.46	24.192	
7.48	24.408	
7.5	24.516	
7.52	24.552	
7.54	24.516	
7.56	24.372	
7.58	24.156	
7.6	23.904	
7.62	23.544	
7.64	23.112	
7.66	22.608	
7.68	22.032	
7.7	21.42	
7.72	20.7	
7.74	19.98	
7.76	19.08	
7.78	18.18	
7.8	17.244	
7.82	16.272	
7.84	15.192	
7.86	14.112	
7.88	12.888	
7.9	11.736	
7.92	10.476	
7.94	9.252	
7.96	8.028	
7.98	6.696	
8	5.4	
8.02	4.032	
8.04	2.7	
8.06	1.332	
8.08	0.036	
8.1	-1.332	
8.12	-2.628	
8.14	-3.924	
8.16	-5.22	
8.18	-6.408	
8.2	-7.596	
8.22	-8.712	
8.24	-9.828	
8.26	-10.908	
8.28	-11.916	
8.3	-12.816	
8.32	-13.716	
8.34	-14.472	
8.36	-15.156	
8.38	-15.84	
8.4	-16.344	
8.42	-16.848	
8.44	-17.208	
8.46	-17.496	
8.48	-17.712	
8.5	-17.82	
8.52	-17.82	
8.54	-17.748	
8.56	-17.604	
8.58	-17.352	
8.6	-17.028	
8.62	-16.632	
8.64	-16.128	
8.66	-15.552	
8.68	-14.94	
8.7	-14.22	
8.72	-13.464	
8.74	-12.6	
8.76	-11.7	
8.78	-10.764	
8.8	-9.756	
8.82	-8.64	
8.84	-7.596	
8.86	-6.408	
8.88	-5.184	
8.9	-3.96	
8.92	-2.7	
8.94	-1.404	
8.96	-0.072	
8.98	1.224	
9	2.52	
9.02	3.852	
9.04	5.22	
9.06	6.552	
9.08	7.884	
9.1	9.18	
9.12	10.332	
9.14	11.664	
9.16	12.78	
9.18	14.004	
9.2	15.084	
9.22	16.128	
9.24	17.208	
9.26	18.144	
9.28	19.044	
9.3	19.872	
9.32	20.664	
9.34	21.384	
9.36	22.032	
9.38	22.644	
9.4	23.148	
9.42	23.58	
9.44	23.94	
9.46	24.192	
9.48	24.408	
9.5	24.516	
9.52	24.552	
9.54	24.48	
9.56	24.372	
9.58	24.156	
9.6	23.868	
9.62	23.544	
9.64	23.076	
9.66	22.572	
9.68	22.032	
9.7	21.384	
9.72	20.7	
9.74	19.908	
9.76	19.116	
9.78	18.216	
9.8	17.28	
9.82	16.236	
9.84	15.192	
9.86	14.076	
9.88	12.924	
9.9	11.772	
9.92	10.512	
9.94	9.252	
9.96	7.992	
9.98	6.66	
10	5.328	
10.02	3.996	
10.04	2.664	
10.06	1.296	
10.08	0	
10.1	-1.368	
10.12	-2.628	
10.14	-3.96	
10.16	-5.22	
10.18	-6.444	
10.2	-7.632	
10.22	-8.748	
10.24	-9.864	
10.26	-10.944	
10.28	-11.952	
10.3	-12.852	
10.32	-13.68	
10.34	-14.472	
10.36	-15.192	
10.38	-15.804	
10.4	-16.38	
10.42	-16.848	
10.44	-17.208	
10.46	-17.496	
10.48	-17.712	
10.5	-17.82	
10.52	-17.856	
10.54	-17.784	
10.56	-17.604	
10.58	-17.352	
10.6	-17.028	
10.62	-16.632	
10.64	-16.128	
10.66	-15.588	
10.68	-14.94	
10.7	-14.256	
10.72	-13.464	
10.74	-12.636	
10.76	-11.664	
10.78	-10.764	
10.8	-9.684	
10.82	-8.712	
10.84	-7.524	
10.86	-6.372	
10.88	-5.184	
10.9	-3.96	
10.92	-2.7	
10.94	-1.44	
10.96	-0.036	
10.98	1.224	
11	2.592	
11.02	3.888	
11.04	5.22	
11.06	6.516	
11.08	7.848	
11.1	9.072	
11.12	10.404	
11.14	11.628	
11.16	12.816	
11.18	13.896	
11.2	15.084	
11.22	16.128	
11.24	17.172	
11.26	18.144	
11.28	19.044	
11.3	19.872	
11.32	20.664	
11.34	21.42	
11.36	22.068	
11.38	22.644	
11.4	23.148	
11.42	23.58	
11.44	23.94	
11.46	24.192	
11.48	24.408	
11.5	24.516	
11.52	24.552	
11.54	24.48	
11.56	24.372	
11.58	24.156	
11.6	23.868	
11.62	23.544	
11.64	23.112	
11.66	22.608	
11.68	22.032	
11.7	21.384	
11.72	20.7	
11.74	19.908	
11.76	19.116	
11.78	18.216	
11.8	17.244	
11.82	16.236	
11.84	15.156	
11.86	14.076	
11.88	12.96	
11.9	11.736	
11.92	10.512	
11.94	9.288	
11.96	7.956	
11.98	6.696	
12	5.292	
12.02	3.996	
12.04	2.628	
12.06	1.26	
12.08	0.036	
12.1	-1.368	
12.12	-2.664	
12.14	-3.924	
12.16	-5.184	
12.18	-6.444	
12.2	-7.596	
12.22	-8.748	
12.24	-9.828	
12.26	-10.908	
12.28	-11.88	
12.3	-12.816	
12.32	-13.68	
12.34	-14.436	
12.36	-15.156	
12.38	-15.804	
12.4	-16.344	
12.42	-16.848	
12.44	-17.208	
12.46	-17.496	
12.48	-17.712	
12.5	-17.82	
12.52	-17.82	
12.54	-17.748	
12.56	-17.604	
12.58	-17.352	
12.6	-17.028	
12.62	-16.632	
12.64	-16.128	
12.66	-15.552	
12.68	-14.904	
12.7	-14.22	
12.72	-13.464	
12.74	-12.6	
12.76	-11.736	
12.78	-10.764	
12.8	-9.756	
12.82	-8.712	
12.84	-7.56	
12.86	-6.372	
12.88	-5.184	
12.9	-3.96	
12.92	-2.7	
12.94	-1.368	
12.96	-0.108	
12.98	1.224	
13	2.52	
13.02	3.816	
13.04	5.22	
13.06	6.516	
13.08	7.812	
13.1	9.144	
13.12	10.368	
13.14	11.556	
13.16	12.78	
13.18	13.932	
13.2	15.084	
13.22	16.128	
13.24	17.172	
13.26	18.144	
13.28	19.044	
13.3	19.908	
13.32	20.7	
13.34	21.42	
13.36	22.068	
13.38	22.644	
13.4	23.148	
13.42	23.58	
13.44	23.94	
13.46	24.192	
13.48	24.408	
13.5	24.516	
13.52	24.552	
13.54	24.48	
13.56	24.372	
13.58	24.156	
13.6	23.904	
13.62	23.544	
13.64	23.112	
13.66	22.644	
13.68	22.032	
13.7	21.42	
13.72	20.736	
13.74	19.944	
13.76	19.116	
13.78	18.252	
13.8	17.28	
13.82	16.236	
13.84	15.228	
13.86	14.148	
13.88	12.924	
13.9	11.808	
13.92	10.512	
13.94	9.216	
13.96	8.028	
13.98	6.696	
14	5.364	
14.02	3.996	
14.04	2.664	
14.06	1.332	
14.08	-0.036	
14.1	-1.332	
14.12	-2.664	
14.14	-3.96	
14.16	-5.184	
14.18	-6.372	
14.2	-7.632	
14.22	-8.748	
14.24	-9.864	
14.26	-10.944	
14.28	-11.916	
14.3	-12.816	
14.32	-13.716	
14.34	-14.472	
14.36	-15.192	
14.38	-15.804	
14.4	-16.344	
14.42	-16.848	
14.44	-17.208	
14.46	-17.496	
14.48	-17.712	
14.5	-17.82	
14.52	-17.82	
14.54	-17.748	
14.56	-17.604	
14.58	-17.352	
14.6	-17.064	
14.62	-16.632	
14.64	-16.164	
14.66	-15.588	
14.68	-14.94	
14.7	-14.256	
14.72	-13.464	
14.74	-12.636	
14.76	-11.736	
14.78	-10.764	
14.8	-9.756	
14.82	-8.64	
14.84	-7.56	
14.86	-6.444	
14.88	-5.184	
14.9	-3.96	
14.92	-2.736	
14.94	-1.44	
14.96	-0.108	
14.98	1.224	
15	2.52	
15.02	3.816	
15.04	5.148	
15.06	6.516	
15.08	7.812	
15.1	9.072	
15.12	10.368	
15.14	11.592	
15.16	12.78	
15.18	13.932	
15.2	15.048	
15.22	16.092	
15.24	17.172	
15.26	18.108	
15.28	19.044	
15.3	19.872	
15.32	20.664	
15.34	21.384	
15.36	22.032	
15.38	22.644	
15.4	23.148	
15.42	23.58	
15.44	23.94	
15.46	24.192	
15.48	24.408	
15.5	24.516	
15.52	24.552	
15.54	24.516	
15.56	24.372	
15.58	24.192	
15.6	23.904	
15.62	23.544	
15.64	23.112	
15.66	22.608	
15.68	22.068	
15.7	21.456	
15.72	20.736	
15.74	19.98	
15.76	19.116	
15.78	18.216	
15.8	17.316	
15.82	16.272	
15.84	15.228	
15.86	14.112	
15.88	12.924	
15.9	11.772	
15.92	10.584	
15.94	9.288	
15.96	7.992	
15.98	6.696	
16	5.364	
16.02	3.996	
16.04	2.7	
16.06	1.332	
16.08	-0.036	
16.1	-1.332	
16.12	-2.592	
16.14	-3.924	
16.16	-5.184	
16.18	-6.444	
16.2	-7.596	
16.22	-8.712	
16.24	-9.864	
16.26	-10.908	
16.28	-11.88	
16.3	-12.816	
16.32	-13.68	
16.34	-14.472	
16.36	-15.192	
16.38	-15.804	
16.4	-16.38	
16.42	-16.848	
16.44	-17.244	
16.46	-17.532	
16.48	-17.748	
16.5	-17.856	
16.52	-17.856	
16.54	-17.784	
16.56	-17.64	
16.58	-17.388	
16.6	-17.064	
16.62	-16.668	
16.64	-16.2	
16.66	-15.624	
16.68	-14.976	
16.7	-14.292	
16.72	-13.5	
16.74	-12.672	
16.76	-11.772	
16.78	-10.8	
16.8	-9.756	
16.82	-8.712	
16.84	-7.56	
16.86	-6.444	
16.88	-5.22	
16.9	-3.96	
16.92	-2.664	
16.94	-1.476	
16.96	-0.144	
16.98	1.188	
17	2.52	
17.02	3.816	
17.04	5.256	
17.06	6.48	
17.08	7.812	
17.1	9.108	
17.12	10.368	
17.14	11.592	
17.16	12.816	
17.18	13.968	
17.2	15.084	
17.22	16.164	
17.24	17.172	
17.26	18.144	
17.28	19.08	
17.3	19.908	
17.32	20.664	
17.34	21.42	
17.36	22.032	
17.38	22.68	
17.4	23.148	
17.42	23.616	
17.44	23.94	
17.46	24.228	
17.48	24.444	
17.5	24.552	
17.52	24.588	
17.54	24.552	
17.56	24.408	
17.58	24.228	
17.6	23.94	
17.62	23.58	
17.64	23.148	
17.66	22.644	
17.68	22.104	
17.7	21.456	
17.72	20.772	
17.74	19.98	
17.76	19.152	
17.78	18.252	
17.8	17.316	
17.82	16.308	
17.84	15.264	
17.86	14.148	
17.88	12.96	
17.9	11.772	
17.92	10.548	
17.94	9.288	
17.96	8.028	
17.98	6.696	
18	5.4	
18.02	4.032	
18.04	2.664	
18.06	1.368	
18.08	0	
18.1	-1.296	
18.12	-2.664	
18.14	-3.96	
18.16	-5.184	
18.18	-6.408	
18.2	-7.596	
18.22	-8.82	
18.24	-9.828	
18.26	-10.908	
18.28	-11.916	
18.3	-12.852	
18.32	-13.716	
18.34	-14.508	
18.36	-15.192	
18.38	-15.876	
18.4	-16.416	
18.42	-16.884	
18.44	-17.244	
18.46	-17.532	
18.48	-17.748	
18.5	-17.856	
18.52	-17.892	
18.54	-17.784	
18.56	-17.64	
18.58	-17.388	
18.6	-17.064	
18.62	-16.668	
18.64	-16.164	
18.66	-15.624	
18.68	-14.976	
18.7	-14.292	
18.72	-13.5	
18.74	-12.672	
18.76	-11.736	
18.78	-10.764	
18.8	-9.792	
18.82	-8.748	
18.84	-7.596	
18.86	-6.408	
18.88	-5.256	
18.9	-3.996	
18.92	-2.7	
18.94	-1.404	
18.96	-0.144	
18.98	1.224	
19	2.52	
19.02	3.852	
19.04	5.22	
19.06	6.552	
19.08	7.812	
19.1	9.072	
19.12	10.368	
19.14	11.556	
19.16	12.78	
19.18	13.968	
19.2	15.084	
19.22	16.128	
19.24	17.172	
19.26	18.144	
19.28	19.08	
19.3	19.908	
19.32	20.7	
19.34	21.42	
19.36	22.068	
19.38	22.68	
19.4	23.148	
19.42	23.616	
19.44	23.976	
19.46	24.228	
19.48	24.444	
19.5	24.552	
19.52	24.588	
19.54	24.552	
19.56	24.408	
19.58	24.192	
19.6	23.94	
19.62	23.58	
19.64	23.148	
19.66	22.644	
19.68	22.068	
19.7	21.456	
19.72	20.772	
19.74	19.98	
19.76	19.152	
19.78	18.252	
19.8	17.316	
19.82	16.308	
19.84	15.264	
19.86	14.148	
19.88	12.96	
19.9	11.808	
19.92	10.548	
19.94	9.324	
19.96	7.992	
19.98	6.696	
20	5.4	
20.02	4.032	
20.04	2.736	
20.06	1.368	
20.08	0.036	
20.1	-1.296	
20.12	-2.628	
20.14	-3.888	
20.16	-5.184	
20.18	-6.444	
20.2	-7.596	
20.22	-8.784	
20.24	-9.864	
20.26	-10.908	
20.28	-11.916	
20.3	-12.852	
20.32	-13.716	
20.34	-14.508	
20.36	-15.192	
20.38	-15.876	
20.4	-16.416	
20.42	-16.884	
20.44	-17.244	
20.46	-17.532	
20.48	-17.748	
20.5	-17.856	
20.52	-17.892	
20.54	-17.82	
20.56	-17.64	
20.58	-17.388	
20.6	-17.064	
20.62	-16.668	
20.64	-16.164	
20.66	-15.624	
20.68	-14.976	
20.7	-14.292	
20.72	-13.5	
20.74	-12.636	
20.76	-11.7	
20.78	-10.764	
20.8	-9.792	
20.82	-8.676	
20.84	-7.596	
20.86	-6.408	
20.88	-5.22	
20.9	-3.996	
20.92	-2.7	
20.94	-1.44	
20.96	-0.108	
20.98	1.224	
21	2.52	
21.02	3.888	
21.04	5.184	
21.06	6.516	
21.08	7.848	
21.1	9.108	
21.12	10.332	
21.14	11.592	
21.16	12.78	
21.18	13.968	
21.2	15.084	
21.22	16.164	
21.24	17.172	
21.26	18.144	
21.28	19.08	
21.3	19.908	
21.32	20.7	
21.34	21.42	
21.36	22.068	
21.38	22.68	
21.4	23.184	
21.42	23.616	
21.44	23.94	
21.46	24.264	
21.48	24.444	
21.5	24.552	
21.52	24.588	
21.54	24.552	
21.56	24.408	
21.58	24.192	
21.6	23.94	
21.62	23.544	
21.64	23.148	
21.66	22.68	
21.68	22.068	
21.7	21.456	
21.72	20.772	
21.74	19.98	
21.76	19.188	
21.78	18.252	
21.8	17.28	
21.82	16.308	
21.84	15.228	
21.86	14.112	
21.88	12.924	
21.9	11.7	
21.92	10.512	
21.94	9.288	
21.96	7.992	
21.98	6.66	
22	5.292	
22.02	4.068	
22.04	2.7	
22.06	1.332	
22.08	0.036	
22.1	-1.332	
22.12	-2.664	
22.14	-3.924	
22.16	-5.22	
22.18	-6.408	
22.2	-7.632	
22.22	-8.784	
22.24	-9.9	
22.26	-10.98	
22.28	-11.952	
22.3	-12.852	
22.32	-13.716	
22.34	-14.508	
22.36	-15.264	
22.38	-15.876	
22.4	-16.416	
22.42	-16.884	
22.44	-17.244	
22.46	-17.568	
22.48	-17.748	
22.5	-17.856	
22.52	-17.892	
22.54	-17.784	
22.56	-17.64	
22.58	-17.388	
22.6	-17.064	
22.62	-16.668	
22.64	-16.2	
22.66	-15.624	
22.68	-14.94	
22.7	-14.256	
22.72	-13.5	
22.74	-12.636	
22.76	-11.772	
22.78	-10.8	
22.8	-9.792	
22.82	-8.676	
22.84	-7.56	
22.86	-6.372	
22.88	-5.22	
22.9	-3.96	
22.92	-2.736	
22.94	-1.44	
22.96	-0.144	
22.98	1.188	
23	2.556	
23.02	3.852	
23.04	5.184	
23.06	6.48	
23.08	7.848	
23.1	9.108	
23.12	10.404	
23.14	11.592	
23.16	12.744	
23.18	13.932	
23.2	15.084	
23.22	16.164	
23.24	17.172	
23.26	18.144	
23.28	19.044	
23.3	19.908	
23.32	20.7	
23.34	21.456	
23.36	22.068	
23.38	22.644	
23.4	23.184	
23.42	23.616	
23.44	23.94	
23.46	24.228	
23.48	24.444	
23.5	24.552	
23.52	24.588	
23.54	24.552	
23.56	24.408	
23.58	24.228	
23.6	23.904	
23.62	23.544	
23.64	23.148	
23.66	22.68	
23.68	22.104	
23.7	21.456	
23.72	20.772	
23.74	19.98	
23.76	19.152	
23.78	18.288	
23.8	17.352	
23.82	16.308	
23.84	15.228	
23.86	14.148	
23.88	12.996	
23.9	11.772	
23.92	10.512	
23.94	9.288	
23.96	8.028	
23.98	6.66	
24	5.4	
24.02	4.068	
24.04	2.7	
24.06	1.368	
24.08	0.036	
24.1	-1.332	
24.12	-2.628	
24.14	-3.924	
24.16	-5.22	
24.18	-6.408	
24.2	-7.596	
24.22	-8.82	
24.24	-9.864	
24.26	-10.944	
24.28	-11.916	
24.3	-12.888	
24.32	-13.716	
24.34	-14.544	
24.36	-15.228	
24.38	-15.876	
24.4	-16.416	
24.42	-16.848	
24.44	-17.244	
24.46	-17.568	
24.48	-17.748	
24.5	-17.856	
24.52	-17.892	
24.54	-17.784	
24.56	-17.64	
24.58	-17.388	
24.6	-17.064	
24.62	-16.668	
24.64	-16.2	
24.66	-15.624	
24.68	-14.976	
24.7	-14.292	
24.72	-13.464	
24.74	-12.672	
24.76	-11.772	
24.78	-10.764	
24.8	-9.72	
24.82	-8.676	
24.84	-7.56	
24.86	-6.372	
24.88	-5.22	
24.9	-3.96	
24.92	-2.736	
24.94	-1.404	
24.96	-0.144	
24.98	1.224	
25	2.484	
25.02	3.924	
25.04	5.22	
25.06	6.552	
25.08	7.884	
25.1	9.108	
25.12	10.332	
25.14	11.592	
25.16	12.816	
25.18	13.932	
25.2	15.084	
25.22	16.128	
25.24	17.208	
25.26	18.108	
25.28	19.044	
25.3	19.908	
25.32	20.7	
25.34	21.456	
25.36	22.104	
25.38	22.68	
25.4	23.184	
25.42	23.616	
25.44	23.976	
25.46	24.228	
25.48	24.444	
25.5	24.552	
25.52	24.588	
25.54	24.552	
25.56	24.408	
25.58	24.192	
25.6	23.94	
25.62	23.58	
25.64	23.148	
25.66	22.68	
25.68	22.104	
25.7	21.456	
25.72	20.772	
25.74	20.016	
25.76	19.152	
25.78	18.252	
25.8	17.316	
25.82	16.344	
25.84	15.228	
25.86	14.148	
25.88	12.96	
25.9	11.808	
25.92	10.512	
25.94	9.324	
25.96	7.992	
25.98	6.696	
26	5.4	
26.02	4.068	
26.04	2.7	
26.06	1.368	
26.08	-0.036	
26.1	-1.332	
26.12	-2.628	
26.14	-3.924	
26.16	-5.184	
26.18	-6.48	
26.2	-7.632	
26.22	-8.748	
26.24	-9.864	
26.26	-10.908	
26.28	-11.916	
26.3	-12.852	
26.32	-13.716	
26.34	-14.508	
26.36	-15.228	
26.38	-15.84	
26.4	-16.416	
26.42	-16.884	
26.44	-17.244	
26.46	-17.532	
26.48	-17.748	
26.5	-17.856	
26.52	-17.892	
26.54	-17.82	
26.56	-17.64	
26.58	-17.388	
26.6	-17.064	
26.62	-16.668	
26.64	-16.2	
26.66	-15.624	
26.68	-15.012	
26.7	-14.256	
26.72	-13.536	
26.74	-12.636	
26.76	-11.736	
26.78	-10.728	
26.8	-9.72	
26.82	-8.676	
26.84	-7.56	
26.86	-6.408	
26.88	-5.256	
26.9	-3.996	
26.92	-2.772	
26.94	-1.44	
26.96	-0.108	
26.98	1.224	
27	2.52	
27.02	3.852	
27.04	5.148	
27.06	6.516	
27.08	7.776	
27.1	9.072	
27.12	10.404	
27.14	11.628	
27.16	12.78	
27.18	14.004	
27.2	15.084	
27.22	16.164	
27.24	17.136	
27.26	18.144	
27.28	19.08	
27.3	19.908	
27.32	20.7	
27.34	21.42	
27.36	22.068	
27.38	22.68	
27.4	23.148	
27.42	23.616	
27.44	23.976	
27.46	24.228	
27.48	24.444	
27.5	24.552	
27.52	24.588	
27.54	24.552	
27.56	24.408	
27.58	24.228	
27.6	23.94	
27.62	23.58	
27.64	23.148	
27.66	22.644	
27.68	22.068	
27.7	21.456	
27.72	20.772	
27.74	20.016	
27.76	19.116	
27.78	18.252	
27.8	17.316	
27.82	16.344	
27.84	15.228	
27.86	14.148	
27.88	12.96	
27.9	11.736	
27.92	10.548	
27.94	9.324	
